athlete,avg_hr,avg_power,category,classification_confidence,durability_index,duration_min,error,file,ftp_used,intensity_factor,max_power,normalized_power,np_drift_pct,parsed,parser_note,quality_score,subtype,tss
023_Athlete_23,162.0,433.8,STEADY,0.5,,93.0,,023_activity_001.fit,464.2,0.957,582.0,444.4,-0.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,142.0
023_Athlete_23,112.1,192.6,STEADY,0.55,96.6,155.0,,023_activity_002.fit,464.2,0.426,277.0,198.0,-1.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,47.0
023_Athlete_23,148.2,312.2,STEADY,0.55,100.9,143.0,,023_activity_003.fit,464.2,0.689,405.0,319.9,0.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,113.2
023_Athlete_23,162.5,452.5,STEADY,0.5,,103.0,,023_activity_004.fit,464.2,0.997,592.0,462.8,-2.8,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,170.6
023_Athlete_23,132.0,256.6,STEADY,0.55,99.7,148.0,,023_activity_005.fit,464.2,0.569,360.0,264.0,-1.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,79.8
023_Athlete_23,162.6,454.9,STEADY,0.5,,87.0,,023_activity_006.fit,464.2,1.003,592.0,465.8,-1.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,146.0
023_Athlete_23,142.9,298.1,STEADY,0.55,96.8,173.0,,023_activity_007.fit,464.2,0.669,403.0,310.7,0.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,129.1
023_Athlete_23,111.3,191.3,STEADY,0.55,104.0,124.0,,023_activity_008.fit,464.2,0.423,258.0,196.5,4.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,37.0
023_Athlete_23,132.5,259.3,STEADY,0.55,,77.0,,023_activity_009.fit,464.2,0.573,335.0,265.8,-0.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,42.1
023_Athlete_23,145.9,305.4,STEADY,0.55,,99.0,,023_activity_010.fit,464.2,0.677,412.0,314.3,2.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,75.6
023_Athlete_23,153.0,351.0,STEADY,0.5,105.8,133.0,,023_activity_011.fit,464.2,0.79,495.0,366.8,1.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,138.4
023_Athlete_23,131.5,256.0,STEADY,0.55,,107.0,,023_activity_012.fit,464.2,0.568,368.0,263.5,-2.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,57.5
023_Athlete_23,111.7,191.9,STEADY,0.55,96.4,151.0,,023_activity_013.fit,464.2,0.425,262.0,197.4,-3.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,45.5
023_Athlete_23,162.4,442.6,STEADY,0.5,,114.0,,023_activity_014.fit,464.2,0.972,566.0,451.3,0.5,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,179.6
023_Athlete_23,156.2,358.5,STEADY,0.5,,83.0,,023_activity_015.fit,464.2,0.797,541.0,370.0,-4.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,87.9
023_Athlete_23,135.7,267.7,STEADY,0.55,,58.0,,023_activity_016.fit,464.2,0.593,374.0,275.3,-8.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,34.0
023_Athlete_23,133.2,261.6,STEADY,0.55,,68.0,,023_activity_017.fit,464.2,0.586,383.0,272.0,-2.6,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,38.9
023_Athlete_23,154.5,349.6,STEADY,0.5,97.8,174.0,,023_activity_018.fit,464.2,0.779,509.0,361.5,-1.6,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,175.9
023_Athlete_23,156.5,350.8,STEADY,0.5,,80.0,,023_activity_019.fit,464.2,0.77,476.0,357.7,-5.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,79.2
023_Athlete_23,162.0,440.9,STEADY,0.5,,72.0,,023_activity_020.fit,464.2,0.973,577.0,451.8,-0.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,113.7
023_Athlete_23,158.4,360.8,STEADY,0.5,,68.0,,023_activity_021.fit,464.2,0.793,470.0,368.1,-6.7,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,71.3
023_Athlete_23,132.9,260.8,STEADY,0.55,,88.0,,023_activity_022.fit,464.2,0.579,378.0,268.8,-2.8,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,49.2
023_Athlete_23,112.0,194.7,STEADY,0.55,,91.0,,023_activity_023.fit,464.2,0.429,258.0,199.2,-0.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,27.9
023_Athlete_23,161.5,436.1,STEADY,0.5,,107.0,,023_activity_024.fit,464.2,0.96,592.0,445.8,1.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,164.4
023_Athlete_23,111.9,193.3,STEADY,0.55,,96.0,,023_activity_025.fit,464.2,0.427,256.0,198.3,-0.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,29.2
023_Athlete_23,111.7,191.6,STEADY,0.55,101.8,169.0,,023_activity_026.fit,464.2,0.423,255.0,196.6,-0.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,50.5
023_Athlete_23,155.2,351.1,STEADY,0.5,,94.0,,023_activity_027.fit,464.2,0.78,552.0,362.0,1.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,95.3
023_Athlete_23,111.8,192.4,STEADY,0.55,100.1,177.0,,023_activity_028.fit,464.2,0.428,276.0,198.6,3.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,54.0
023_Athlete_23,144.9,301.8,STEADY,0.55,103.5,149.0,,023_activity_029.fit,464.2,0.67,412.0,310.8,0.8,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,111.4
023_Athlete_23,112.4,194.4,STEADY,0.55,,106.0,,023_activity_030.fit,464.2,0.431,268.0,200.0,0.6,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,32.8
023_Athlete_23,154.6,349.0,STEADY,0.5,,106.0,,023_activity_031.fit,464.2,0.777,518.0,360.5,3.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,106.5
023_Athlete_23,162.3,447.6,STEADY,0.5,100.7,176.0,,023_activity_032.fit,464.2,0.992,592.0,460.3,1.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,288.4
023_Athlete_23,155.7,351.0,STEADY,0.5,98.8,145.0,,023_activity_033.fit,464.2,0.775,481.0,359.7,-0.8,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,145.1
023_Athlete_23,156.9,359.6,STEADY,0.5,,65.0,,023_activity_034.fit,464.2,0.796,511.0,369.6,-0.7,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,68.7
023_Athlete_23,147.3,311.9,STEADY,0.55,,85.0,,023_activity_035.fit,464.2,0.694,434.0,322.1,-4.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,68.2
023_Athlete_23,131.4,254.7,STEADY,0.55,,86.0,,023_activity_036.fit,464.2,0.565,371.0,262.1,-3.0,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,45.7
023_Athlete_23,162.2,444.3,STEADY,0.5,,83.0,,023_activity_037.fit,464.2,0.982,583.0,455.9,-1.5,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,133.4
023_Athlete_23,162.1,442.7,STEADY,0.5,100.2,143.0,,023_activity_038.fit,464.2,0.979,592.0,454.5,2.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,228.5
023_Athlete_23,157.1,360.3,STEADY,0.5,,80.0,,023_activity_039.fit,464.2,0.796,506.0,369.6,-2.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,84.5
023_Athlete_23,156.4,358.2,STEADY,0.5,99.5,132.0,,023_activity_040.fit,464.2,0.793,512.0,368.1,-1.0,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,138.4
023_Athlete_23,149.4,320.0,UNCLASSIFIED,0.3,,66.0,,023_activity_041.fit,464.2,0.709,434.0,329.0,-1.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,unknown,55.2
023_Athlete_23,162.3,453.1,STEADY,0.5,,84.0,,023_activity_042.fit,464.2,1.002,592.0,465.2,-4.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,140.6
023_Athlete_23,161.6,438.9,STEADY,0.5,97.4,164.0,,023_activity_043.fit,464.2,0.972,584.0,451.2,-1.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,258.3
023_Athlete_23,161.5,436.8,STEADY,0.5,,88.0,,023_activity_044.fit,464.2,0.971,592.0,450.6,0.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,138.2
023_Athlete_23,111.8,193.0,STEADY,0.55,102.4,131.0,,023_activity_045.fit,464.2,0.425,257.0,197.3,2.0,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,39.4
023_Athlete_23,162.1,452.7,STEADY,0.5,96.9,144.0,,023_activity_046.fit,464.2,1.0,592.0,464.1,-3.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,239.8
023_Athlete_23,149.0,317.0,UNCLASSIFIED,0.3,,64.0,,023_activity_047.fit,464.2,0.702,442.0,325.9,4.0,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,unknown,52.6
023_Athlete_23,162.2,444.7,STEADY,0.5,,114.0,,023_activity_048.fit,464.2,0.979,592.0,454.5,3.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,182.2
023_Athlete_23,161.9,439.3,STEADY,0.5,,105.0,,023_activity_049.fit,464.2,0.971,592.0,451.0,-4.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,165.2
023_Athlete_23,157.4,361.7,STEADY,0.5,,119.0,,023_activity_050.fit,464.2,0.799,516.0,370.9,1.6,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,126.6
024_Athlete_24,164.0,309.7,STEADY,0.5,99.8,134.0,,024_activity_001.fit,393.4,0.811,430.0,319.0,-1.7,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,146.8
024_Athlete_24,169.9,384.6,STEADY,0.5,,66.0,,024_activity_002.fit,393.4,1.002,482.0,394.1,-1.5,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,110.4
024_Athlete_24,162.8,299.1,STEADY,0.5,102.2,131.0,,024_activity_003.fit,393.4,0.778,403.0,306.0,0.6,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,132.1
024_Athlete_24,138.7,223.7,STEADY,0.55,,79.0,,024_activity_004.fit,393.4,0.586,313.0,230.7,-3.0,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,45.3
024_Athlete_24,117.8,167.5,STEADY,0.55,,108.0,,024_activity_005.fit,393.4,0.436,214.0,171.6,-4.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,34.2
024_Athlete_24,117.9,168.8,STEADY,0.55,101.6,129.0,,024_activity_006.fit,393.4,0.44,234.0,173.2,2.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,41.7
024_Athlete_24,169.9,384.6,STEADY,0.5,,69.0,,024_activity_007.fit,393.4,1.005,510.0,395.3,4.6,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,116.1
024_Athlete_24,163.1,302.7,STEADY,0.5,,119.0,,024_activity_008.fit,393.4,0.792,436.0,311.5,-0.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,124.4
024_Athlete_24,116.7,164.2,STEADY,0.55,,108.0,,024_activity_009.fit,393.4,0.428,212.0,168.4,-0.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,33.0
024_Athlete_24,170.1,382.2,STEADY,0.5,,91.0,,024_activity_010.fit,393.4,0.996,507.0,391.9,2.8,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,150.5
024_Athlete_24,170.1,379.9,STEADY,0.5,,77.0,,024_activity_011.fit,393.4,0.992,510.0,390.3,1.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,126.3
024_Athlete_24,137.7,220.3,STEADY,0.55,,88.0,,024_activity_012.fit,393.4,0.575,303.0,226.1,-2.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,48.4
024_Athlete_24,138.8,223.0,STEADY,0.55,,60.0,,024_activity_013.fit,393.4,0.587,321.0,231.0,4.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,34.5
024_Athlete_24,170.1,383.7,STEADY,0.5,99.8,173.0,,024_activity_014.fit,393.4,1.001,510.0,393.7,1.5,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,288.8
024_Athlete_24,170.2,385.8,STEADY,0.5,,46.0,,024_activity_015.fit,393.4,1.004,510.0,395.1,0.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,77.3
024_Athlete_24,170.2,381.4,STEADY,0.5,,84.0,,024_activity_016.fit,393.4,0.987,500.0,388.5,-6.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,136.5
024_Athlete_24,115.4,160.9,STEADY,0.55,,115.0,,024_activity_017.fit,393.4,0.421,239.0,165.5,3.6,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,33.9
024_Athlete_24,153.7,264.4,STEADY,0.55,,83.0,,024_activity_018.fit,393.4,0.687,333.0,270.4,-1.5,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,65.3
024_Athlete_24,119.0,170.7,STEADY,0.55,,117.0,,024_activity_019.fit,393.4,0.447,235.0,175.8,2.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,38.9
024_Athlete_24,165.5,315.8,STEADY,0.5,,60.0,,024_activity_020.fit,393.4,0.824,419.0,324.3,2.0,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,67.9
024_Athlete_24,135.8,214.2,STEADY,0.55,,44.0,,024_activity_021.fit,393.4,0.557,265.0,219.0,4.7,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,22.7
024_Athlete_24,170.5,382.7,STEADY,0.5,,98.0,,024_activity_022.fit,393.4,0.993,510.0,390.8,-1.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,161.2
024_Athlete_24,116.6,165.0,STEADY,0.55,,77.0,,024_activity_023.fit,393.4,0.433,230.0,170.2,0.5,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,24.0
024_Athlete_24,154.6,266.1,STEADY,0.55,,62.0,,024_activity_024.fit,393.4,0.691,341.0,271.8,4.8,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,49.3
024_Athlete_24,140.0,226.2,STEADY,0.55,102.8,161.0,,024_activity_025.fit,393.4,0.589,315.0,231.8,2.5,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,93.1
024_Athlete_24,139.3,223.6,STEADY,0.55,100.0,160.0,,024_activity_026.fit,393.4,0.582,295.0,228.8,1.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,90.2
024_Athlete_24,114.9,159.3,STEADY,0.55,,56.0,,024_activity_027.fit,393.4,0.419,224.0,165.0,1.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,16.4
024_Athlete_24,117.6,167.4,STEADY,0.55,97.0,160.0,,024_activity_028.fit,393.4,0.436,237.0,171.7,-3.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,50.8
024_Athlete_24,154.8,267.6,STEADY,0.55,,110.0,,024_activity_029.fit,393.4,0.695,345.0,273.3,7.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,88.5
024_Athlete_24,137.7,220.2,STEADY,0.55,,105.0,,024_activity_030.fit,393.4,0.573,314.0,225.3,-1.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,57.4
024_Athlete_24,164.3,306.8,STEADY,0.5,,87.0,,024_activity_031.fit,393.4,0.799,409.0,314.4,-1.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,92.6
024_Athlete_24,165.0,312.1,STEADY,0.5,,80.0,,024_activity_032.fit,393.4,0.812,411.0,319.3,2.7,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,87.9
024_Athlete_24,140.0,226.2,STEADY,0.55,,85.0,,024_activity_033.fit,393.4,0.594,332.0,233.7,-3.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,50.0
024_Athlete_24,156.1,270.5,UNCLASSIFIED,0.3,,88.0,,024_activity_034.fit,393.4,0.703,367.0,276.5,0.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,unknown,72.5
024_Athlete_24,164.1,307.4,STEADY,0.5,104.5,158.0,,024_activity_035.fit,393.4,0.803,426.0,315.9,1.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,169.8
024_Athlete_24,147.0,256.0,STEADY,0.55,104.2,172.0,,024_activity_036.fit,393.4,0.696,382.0,273.7,1.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.88,endurance_z2,138.8
024_Athlete_24,130.9,209.7,STEADY,0.55,,61.0,,024_activity_037.fit,393.4,0.573,298.0,225.5,-0.8,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,33.4
024_Athlete_24,116.2,164.4,STEADY,0.55,,71.0,,024_activity_038.fit,393.4,0.429,209.0,168.8,-2.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,21.8
024_Athlete_24,164.7,311.4,STEADY,0.5,,81.0,,024_activity_039.fit,393.4,0.813,422.0,320.0,2.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,89.3
024_Athlete_24,154.9,265.6,STEADY,0.55,99.4,179.0,,024_activity_040.fit,393.4,0.689,365.0,271.1,-1.5,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,141.7
024_Athlete_24,140.1,225.8,STEADY,0.55,97.1,135.0,,024_activity_041.fit,393.4,0.591,311.0,232.6,-1.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,78.7
024_Athlete_24,169.5,378.3,STEADY,0.5,106.7,176.0,,024_activity_042.fit,393.4,0.991,510.0,389.7,5.8,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,287.8
024_Athlete_24,164.2,308.3,STEADY,0.5,,88.0,,024_activity_043.fit,393.4,0.804,446.0,316.3,2.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,94.8
024_Athlete_24,163.7,305.7,STEADY,0.5,,103.0,,024_activity_044.fit,393.4,0.801,453.0,314.9,-2.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,110.0
024_Athlete_24,155.8,273.6,UNCLASSIFIED,0.3,103.0,159.0,,024_activity_045.fit,393.4,0.72,383.0,283.1,0.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,unknown,137.2
024_Athlete_24,169.8,378.8,STEADY,0.5,99.3,154.0,,024_activity_046.fit,393.4,0.988,510.0,388.5,1.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,250.3
024_Athlete_24,141.1,228.2,STEADY,0.55,99.3,153.0,,024_activity_047.fit,393.4,0.597,329.0,235.0,0.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,91.0
024_Athlete_24,114.7,160.2,STEADY,0.55,,47.0,,024_activity_048.fit,393.4,0.422,212.0,166.0,-9.0,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,13.9
024_Athlete_24,140.5,228.2,STEADY,0.55,97.5,157.0,,024_activity_049.fit,393.4,0.592,289.0,232.9,-2.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,91.7
024_Athlete_24,141.6,229.2,STEADY,0.55,,110.0,,024_activity_050.fit,393.4,0.596,303.0,234.6,-4.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,65.2
025_Athlete_25,157.3,238.5,STEADY,0.55,,62.0,,025_activity_001.fit,356.8,0.688,333.0,245.5,-1.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,48.9
025_Athlete_25,160.9,244.8,UNCLASSIFIED,0.3,,74.0,,025_activity_002.fit,356.8,0.702,319.0,250.4,-2.7,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,unknown,60.8
025_Athlete_25,169.5,280.5,STEADY,0.5,,78.0,,025_activity_003.fit,356.8,0.811,355.0,289.3,2.6,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,85.5
025_Athlete_25,142.3,204.6,STEADY,0.55,105.0,132.0,,025_activity_004.fit,356.8,0.59,287.0,210.5,2.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,76.5
025_Athlete_25,176.8,338.7,STEADY,0.5,101.6,157.0,,025_activity_005.fit,356.8,0.977,460.0,348.5,1.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,249.6
025_Athlete_25,113.8,146.9,STEADY,0.55,104.1,166.0,,025_activity_006.fit,356.8,0.423,215.0,150.9,3.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,49.5
025_Athlete_25,177.0,343.4,STEADY,0.5,100.7,139.0,,025_activity_007.fit,356.8,0.985,460.0,351.6,-1.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,225.0
025_Athlete_25,141.2,202.4,STEADY,0.55,,111.0,,025_activity_008.fit,356.8,0.584,290.0,208.5,-0.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,63.2
025_Athlete_25,176.9,339.4,STEADY,0.5,,78.0,,025_activity_009.fit,356.8,0.977,448.0,348.5,3.0,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,124.0
025_Athlete_25,157.0,250.7,STEADY,0.5,,68.0,,025_activity_010.fit,356.8,0.759,355.0,270.9,1.5,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,65.3
025_Athlete_25,141.6,203.2,STEADY,0.55,,89.0,,025_activity_011.fit,356.8,0.585,284.0,208.8,0.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,50.8
025_Athlete_25,141.5,202.6,STEADY,0.55,104.6,136.0,,025_activity_012.fit,356.8,0.584,268.0,208.4,3.7,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,77.3
025_Athlete_25,177.7,353.7,STEADY,0.5,,92.0,,025_activity_013.fit,356.8,1.013,460.0,361.6,2.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,157.5
025_Athlete_25,176.4,343.7,STEADY,0.5,,96.0,,025_activity_014.fit,356.8,0.992,456.0,353.8,3.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,157.4
025_Athlete_25,168.9,268.7,STEADY,0.5,,55.0,,025_activity_015.fit,356.8,0.769,363.0,274.4,0.8,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,54.2
025_Athlete_25,158.2,239.7,STEADY,0.55,,106.0,,025_activity_016.fit,356.8,0.691,341.0,246.7,3.7,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,84.4
025_Athlete_25,168.1,273.3,STEADY,0.5,100.4,140.0,,025_activity_017.fit,356.8,0.79,381.0,281.9,1.1,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,145.6
025_Athlete_25,141.6,203.2,STEADY,0.55,99.8,170.0,,025_activity_018.fit,356.8,0.584,288.0,208.3,0.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,96.6
025_Athlete_25,177.1,344.3,STEADY,0.5,104.6,165.0,,025_activity_019.fit,356.8,0.988,451.0,352.5,2.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,268.4
025_Athlete_25,116.2,150.9,STEADY,0.55,105.1,160.0,,025_activity_020.fit,356.8,0.434,204.0,154.9,4.3,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,50.3
025_Athlete_25,176.5,340.6,STEADY,0.5,,101.0,,025_activity_021.fit,356.8,0.98,451.0,349.6,0.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,161.7
025_Athlete_25,116.1,150.8,STEADY,0.55,98.3,157.0,,025_activity_022.fit,356.8,0.435,198.0,155.1,1.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,49.4
025_Athlete_25,143.7,208.0,STEADY,0.55,,66.0,,025_activity_023.fit,356.8,0.599,292.0,213.8,1.4,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,39.5
025_Athlete_25,160.4,259.1,STEADY,0.5,102.0,138.0,,025_activity_024.fit,356.8,0.773,368.0,275.7,-0.8,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,137.4
025_Athlete_25,114.6,148.7,STEADY,0.55,,109.0,,025_activity_025.fit,356.8,0.428,204.0,152.6,3.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,33.2
025_Athlete_25,170.0,278.2,STEADY,0.5,,101.0,,025_activity_026.fit,356.8,0.799,370.0,285.2,1.5,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,tempo,107.6
025_Athlete_25,114.6,148.8,STEADY,0.55,,79.0,,025_activity_027.fit,356.8,0.43,216.0,153.4,0.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,24.3
025_Athlete_25,114.8,148.6,STEADY,0.55,,76.0,,025_activity_028.fit,356.8,0.43,206.0,153.3,-4.0,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,23.4
025_Athlete_25,113.6,146.3,STEADY,0.55,,53.0,,025_activity_029.fit,356.8,0.421,205.0,150.3,-0.6,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,15.7
025_Athlete_25,141.3,202.1,STEADY,0.55,100.9,168.0,,025_activity_030.fit,356.8,0.581,279.0,207.3,-0.9,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,94.5
025_Athlete_25,143.7,207.2,STEADY,0.55,98.5,135.0,,025_activity_031.fit,356.8,0.599,281.0,213.8,-0.5,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,80.8
025_Athlete_25,161.0,246.0,UNCLASSIFIED,0.3,98.0,148.0,,025_activity_032.fit,356.8,0.707,351.0,252.2,-2.2,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,unknown,123.2
025_Athlete_25,158.6,240.7,STEADY,0.55,,72.0,,025_activity_033.fit,356.8,0.695,334.0,248.1,-8.0,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,endurance_z2,58.0
025_Athlete_25,177.4,349.9,STEADY,0.5,,95.0,,025_activity_034.fit,356.8,1.002,460.0,357.3,-1.5,True,"synthetic_binary_parser(offset=85, stride=15)",0.94,threshold_continuous,158.8
